,CSE_PlayerID,CSE_EventID,Bucket,Date,CollegeDivision,CollegePlayerType,Obj_FootSpeed_H11,Obj_FootSpeed_H12,Obj_FootSpeed_HH1,Obj_FootSpeed_HH2,Obj_ArmVelo_Throw1,Obj_ArmVelo_Throw2,Obj_ArmVelo_Throw3,Obj_ArmVelo_Throw4,Obj_ArmVelo_Throw5,Obj_ArmVelo_Throw6,Obj_PopTime_Throw1,Obj_PopTime_Throw2,Obj_PopTime_Throw3,Obj_PopTime_Throw4,Obj_ExitVelo_Swing1,Obj_ExitVelo_Swing2,Obj_ExitVelo_Swing3,Plane,Connection,Rotation,BatSpeed,RotationalAcceleration,OnPlaneEfficiency,Power,TimeToContact,PeakHandSpeed,H1,HH,armVelo,exitVelo,notEmpty
303,4291,786,1,10/1/2021,DIvision 1 Mid-Major,Starter,3.14,3.07,11.9,11.77,56,53,60,57,58,56,,,,,58,60,62,46,51,48,55.9,7.2,58,1.7,0.18,15.5,3.105,11.835,56.66666667,60,4
304,4292,786,1,10/1/2021,DIvision 1 Mid-Major,Starter,3.26,3.22,12.09,12.05,55,53,50,51,52,54,,,,,63,81,73,47,49,61,65.5,11.7,60,2.64,0.16,20.3,3.24,12.07,52.5,72.33333333,4
306,4294,786,1,10/1/2021,DIvision 1 Mid-Major,Starter,3.08,3.02,11.2,11.29,51,48,52,54,52,53,,,,,69,61,63,40,48,58,61.1,10.8,52,2.41,0.16,16.3,3.05,11.245,51.66666667,64.33333333,4
307,4295,786,1,10/1/2021,DIvision 1 Mid-Major,Starter,3.15,3.11,11.18,11.19,51,52,46,48,50,49,,,,,78,78,78,27,47,45,66.9,7.7,44,2.73,0.17,20.8,3.13,11.185,49.33333333,78,4
309,4297,786,1,10/1/2021,DIvision 1 Mid-Major,Role Player,3.25,3.75,11.96,11.9,51,50,53,49,52,51,,,,,59,59,74,48,46,55,62.1,9.4,61,2.34,0.18,17.1,3.5,11.93,51,64,4
310,4298,786,1,10/1/2021,DIvision 1 Mid-Major,Role Player,3.06,3.19,11.09,10.9,50,48,51,50,51,49,,,,,68,66,72,66,54,36,63.9,3.4,80,2.1,0.2,17.2,3.125,10.995,49.83333333,68.66666667,4
311,4299,786,1,10/1/2021,DIvision 1 Mid-Major,Role Player,3.35,3.13,12,12.1,53,37,50,63,52,58,,,,,74,68,76,77,43,80,57.9,21.2,91,2.32,0.15,18,3.24,12.05,52.16666667,72.66666667,4
312,4300,786,1,10/1/2021,DIvision 1 Mid-Major,Role Player,3.58,3.39,12.7,12.82,48,46,47,45,47,46,,,,,63,62,62,59,59,40,56.4,5.7,74,1.79,0.18,18.1,3.485,12.76,46.5,62.33333333,4
313,4301,786,1,10/1/2021,DIvision 1 Mid-Major,Starter,3.24,3.16,12.68,12.54,47,48,46,47,47,48,,,,,65,65,73,40,52,45,63.8,6.2,52,2.46,0.18,18.3,3.2,12.61,47.16666667,67.66666667,4
315,4303,786,1,10/1/2021,DIvision 1 Mid-Major,Starter,3.65,3.68,14,13.74,55,48,52,51,50,54,1.72,1.68,1.72,1.7,69,67,70,66,62,54,62.2,9.3,80,2.41,0.17,18.8,3.665,13.87,51.66666667,68.66666667,5
316,4304,786,1,10/1/2021,DIvision 1 Mid-Major,Impact Player,3.24,3.1,11.75,11.92,52,50,52,50,51,53,,,,,76,76,77,64,71,69,58.2,14.4,77,2.35,0.15,18.1,3.17,11.835,51.33333333,76.33333333,4
318,4306,786,1,10/1/2021,DIvision 1 Mid-Major,Role Player,3.25,3.31,11.65,11.7,53,54,51,52,53,53,1.94,1.97,1.78,1.82,70,71,69,62,55,53,63,9,75,2.32,0.17,18,3.28,11.675,52.66666667,70,5
319,4307,786,1,10/1/2021,DIvision 1 Mid-Major,Role Player,3.06,3.03,11.48,11.11,54,55,57,55,56,55,,,,,67,69,64,57,58,63,70.5,12.3,71,3.55,0.14,17.6,3.045,11.295,55.33333333,66.66666667,4
472,3973,793,1,9/25/2021,DIvision 1 Mid-Major,Role Player,3.27,,12.92,,60,60,59,60,60,58,,,,,68,69,70,35,43,59,56.6,11.1,47,1.9,0.17,19.2,3.27,12.92,59.5,69,4
473,3974,793,1,9/25/2021,DIvision 1 Mid-Major,Role Player,2.91,,11.74,,55,55,53,55,54,57,1.97,1.91,1.84,2,67,70,72,68,66,51,62.7,8.1,81,2.37,0.16,19.2,2.91,11.74,54.83333333,69.66666667,5
474,3975,793,1,9/25/2021,DIvision 1 Mid-Major,Role Player,3.16,,11.88,,57,55,60,60,63,60,,,,,68,69,68,54,37,71,55,14.9,67,1.96,0.15,20.5,3.16,11.88,59.16666667,68.33333333,4
476,3977,793,1,9/25/2021,DIvision 1 Mid-Major,Impact Player,2.99,,11.47,,64,62,62,63,59,62,,,,,66,65,65,56,42,39,57.6,5.6,70,1.89,0.18,16,2.99,11.47,62,65.33333333,4
480,3981,793,1,9/25/2021,DIvision 1 Mid-Major,Impact Player,3.09,,12.03,,60,58,57,60,59,59,,,,,79,82,80,54,52,64,65.6,13.9,69,3.05,0.15,21.2,3.09,12.03,58.83333333,80.33333333,4
484,3985,793,1,9/25/2021,DIvision 1 Mid-Major,Starter,3.76,,14.09,,55,55,57,56,58,54,1.78,2.06,1.75,1.99,77,65,79,56,61,44,61.4,7.1,70,2.26,0.18,16.4,3.76,14.09,55.83333333,73.66666667,5
485,3986,793,1,9/25/2021,DIvision 1 Mid-Major,Starter,2.98,,11.61,,51,54,55,53,53,53,,,,,78,81,72,59,59,63,59.8,13.6,74,2.45,0.15,18.9,2.98,11.61,53.16666667,77,4
486,3987,793,1,9/25/2021,DIvision 1 Mid-Major,Role Player,3.5,,13.69,,64,61,62,62,63,61,1.85,1.72,1.81,1.85,74,77,71,50,52,55,61.4,11,65,2.37,0.17,17.6,3.5,13.69,62.16666667,74,5
487,3988,793,1,9/25/2021,DIvision 1 Mid-Major,Role Player,3.17,,12.23,,60,59,59,59,58,61,1.72,1.67,1.68,1.85,73,72,68,38,65,69,55.6,15.7,54,1.94,0.16,18.8,3.17,12.23,59.33333333,71,5
488,3989,793,1,9/25/2021,DIvision 1 Mid-Major,Role Player,3.5,,14.11,,49,49,50,51,48,49,,,,,77,78,62,75,55,45,53.1,6.4,88,1.48,0.19,15.3,3.5,14.11,49.33333333,72.33333333,4
490,3991,793,1,9/25/2021,DIvision 1 Mid-Major,Role Player,3.17,,11.47,,52,53,54,54,53,53,,,,,82,81,86,63,63,64,57.6,12.5,76,1.98,0.16,17.1,3.17,11.47,53.16666667,83,4
491,3992,793,1,9/25/2021,DIvision 1 Mid-Major,Role Player,3.42,,13.35,,54,53,54,49,54,54,,,,,65,68,62,64,59,61,55.4,11.6,77,1.78,0.17,16.4,3.42,13.35,53,65,4
492,3993,793,1,9/25/2021,DIvision 1 Mid-Major,Starter,3.35,,12.74,,60,58,58,58,59,60,1.88,1.81,1.87,1.94,75,73,71,75,52,57,62.9,10.4,89,2.46,0.16,17.7,3.35,12.74,58.83333333,73,5
493,3994,793,1,9/25/2021,DIvision 1 Mid-Major,Role Player,3.41,,12.54,,58,57,55,59,59,58,,,,,77,73,68,62,60,41,56.2,6.3,77,1.77,0.18,16.7,3.41,12.54,57.66666667,72.66666667,4
685,11300,805,1,9/7/2021,DIvision 1 Mid-Major,Impact Player,2.97,,11.44,,64,61,,,,,,,,,70,71,,,,,,,,,,,2.97,11.44,62.5,70.5,4
686,3280,805,1,9/7/2021,DIvision 1 Mid-Major,Starter,3.13,,11.96,,53,52,,,,,,,,,63,64,,76,61,50,51.8,9.2,91,1.6,0.16,17.4,3.13,11.96,52.5,63.5,4
687,3281,805,1,9/7/2021,DIvision 1 Mid-Major,Role Player,3.09,,11.38,,55,50,,,,,,,,,64,64,,54,56,75,55.3,17.8,69,1.95,0.15,19.5,3.09,11.38,52.5,64,4
688,3282,805,1,9/7/2021,DIvision 1 Mid-Major,Impact Player,3.03,,11.68,,55,55,,,,,,,,,69,71,,53,56,64,62.8,13.8,68,2.51,0.15,20.3,3.03,11.68,55,70,4
689,3283,805,1,9/7/2021,DIvision 1 Mid-Major,Starter,3.13,,13.3,,59,58,,,,,,,,,66,68,,54,67,50,62.9,9.2,69,2.07,0.18,18.5,3.13,13.3,58.5,67,4
690,9759,805,1,9/7/2021,DIvision 1 Mid-Major,Starter,3.23,,12.64,,61,58,,,,,,,,,68,68,,,,,,,,,,,3.23,12.64,59.5,68,4
691,3285,805,1,9/7/2021,DIvision 1 Mid-Major,Starter,3.34,,12.38,,52,57,,,,,,,,,63,64,,49,61,64,57.4,13.8,64,2.05,0.16,17.4,3.34,12.38,54.5,63.5,4
693,3287,805,1,9/7/2021,DIvision 1 Mid-Major,Starter,3.07,,11.99,,60,62,,,,,,,,,69,69,,60,71,38,61.3,5.3,75,2.16,0.17,17.6,3.07,11.99,61,69,4
698,3292,805,1,9/7/2021,DIvision 1 Mid-Major,Role Player,2.92,,11.31,,50,50,,,,,,,,,66,66,,60,47,49,60,8.9,74,2.25,0.16,16.6,2.92,11.31,50,66,4
702,3296,805,1,9/7/2021,DIvision 1 Mid-Major,Starter,3.38,,12.41,,58,58,,,,,,,,,68,68,,52,46,47,59.6,8.2,67,2.01,0.17,17.2,3.38,12.41,58,68,4
747,5161,808,1,10/28/2021,Power 5,Starter,3.36,3.3,12.46,12.59,59,60,59,61,61,60,,,,,70,66,71,37,59,37,52,3.4,50,1.21,0.19,16.8,3.33,12.525,60,69,4
748,5162,808,1,10/28/2021,Power 5,Role Player,3.18,3.16,12.08,12.17,53,58,60,62,59,61,1.87,1.78,1.87,1.81,72,68,70,39,54,37,60.2,3.5,51,1.95,0.19,15.6,3.17,12.125,58.83333333,70,5
749,5163,808,1,10/28/2021,Power 5,Starter,3.02,3.03,11.91,11.79,54,55,54,55,54,55,1.72,1.81,1.81,1.87,74,72,75,42,49,58,66.2,10.8,54,2.54,0.17,19.3,3.025,11.85,54.5,73.66666667,5
750,5164,808,1,10/28/2021,Power 5,Role Player,3.16,3.2,11.88,12.1,62,61,61,61,60,61,,,,,67,62,64,61,70,55,53.2,9.6,74,1.7,0.16,16.4,3.18,11.99,61,64.33333333,4
753,5167,808,1,10/28/2021,Power 5,Starter,3.1,3.07,11.48,11.39,62,61,62,65,65,65,,,,,75,76,78,75,54,60,62.2,11.1,88,2.62,0.16,19.7,3.085,11.435,63.33333333,76.33333333,4
756,5170,808,1,10/28/2021,Power 5,Impact Player,2.98,2.92,11.12,11.27,62,62,64,65,64,63,,,,,72,73,72,54,49,52,56.4,10,68,1.88,0.16,16.9,2.95,11.195,63.33333333,72.33333333,4
760,5174,808,1,10/28/2021,Power 5,Starter,2.86,2.82,11.17,11.03,62,61,66,66,67,66,,,,,61,62,64,47,49,41,54.2,6.2,63,1.84,0.17,13.8,2.84,11.1,64.66666667,62.33333333,4
761,5175,808,1,10/28/2021,Power 5,Starter,3.05,2.98,12.07,12.18,58,59,60,60,60,59,,,,,76,78,77,63,51,47,62.4,6.8,77,2.4,0.18,18.5,3.015,12.125,59.33333333,77,4
763,5177,808,1,10/28/2021,Power 5,Impact Player,2.78,2.75,10.31,10.7,59,61,61,62,61,60,,,,,76,75,76,52,54,56,64.1,10,65,2.71,0.16,17.9,2.765,10.505,60.66666667,75.66666667,4
765,5179,808,1,10/28/2021,Power 5,Role Player,3.41,3.37,12.99,12.76,61,61,60,62,61,61,,,,,72,72,71,54,61,69,63.3,14.4,67,2.23,0.17,18.9,3.39,12.875,61,71.66666667,4
766,5180,808,1,10/28/2021,Power 5,Role Player,3.02,3.12,11.47,11.4,60,62,60,63,61,63,,,,,73,72,73,69,62,55,63.3,9.5,83,2.79,0.15,18.2,3.07,11.435,61.5,72.66666667,4
768,4828,809,1,10/15/2021,Division 3,Starter,3.16,3.03,12.63,,56,55,56,,,,,,,,55,61,61,,,,,,,,,,3.095,12.63,55.66666667,59,4
769,4829,809,1,10/15/2021,Division 3,Starter,3.43,3.37,14.53,,45,46,49,,,,,,,,54,48,31,59,72,48,47.2,7.3,72,1.22,0.18,14.8,3.4,14.53,46.66666667,44.33333333,4
770,4830,809,1,10/15/2021,Division 3,Role Player,3.15,3.08,12.45,,46,45,46,,,,,,,,51,47,53,76,22,35,44.3,2.9,90,0.92,0.21,10.8,3.115,12.45,45.66666667,50.33333333,4
771,4831,809,1,10/15/2021,Division 3,Role Player,3.63,3.59,14.1,,42,42,42,,,,,,,,51,49,53,42,50,59,57.1,11,55,1.74,0.18,16.9,3.61,14.1,42,51,4
772,4832,809,1,10/15/2021,Division 3,Starter,3.21,3.29,13.74,,40,42,38,,,,,,,,40,54,52,68,59,46,53.1,6.5,82,1.55,0.19,15.5,3.25,13.74,40,48.66666667,4
773,4833,809,1,10/15/2021,Division 3,Role Player,3.43,3.38,13.77,,39,42,42,,,,,,,,52,46,47,54,59,39,45.5,5.7,69,1.07,0.19,15.9,3.405,13.77,41,48.33333333,4
774,4834,809,1,10/15/2021,Division 3,Role Player,3.49,3.29,13.79,,44,44,44,,,,,,,,48,54,49,,,,,,,,,,3.39,13.79,44,50.33333333,4
776,4836,809,1,10/15/2021,Division 3,Role Player,2.99,3.05,12.08,,58,58,54,,,,,,,,56,58,60,68,57,59,54.4,11,82,1.75,0.17,17.5,3.02,12.08,56.66666667,58,4
778,4838,809,1,10/15/2021,Division 3,Starter,3.4,3.31,13.6,,50,48,50,,,,,,,,55,54,60,44,60,51,55,8.4,56,1.63,0.19,16.8,3.355,13.6,49.33333333,56.33333333,4
779,4839,809,1,10/15/2021,Division 3,Starter,,3.47,13.82,,45,43,42,,,,,,,,57,62,59,50,58,76,54.2,18.4,63,2.01,0.14,20.4,3.47,13.82,43.33333333,59.33333333,4
780,4840,809,1,10/15/2021,Division 3,Starter,3.43,3.51,13.99,,40,42,41,,,,,,,,63,62,57,,,,,,,,,,3.47,13.99,41,60.66666667,4
781,4841,809,1,10/15/2021,Division 3,Role Player,3.24,3.23,13.8,,52,53,49,,,,,,,,66,55,53,,,,,,,,,,3.235,13.8,51.33333333,58,4
782,4842,809,1,10/15/2021,Division 3,Role Player,3.19,3.22,12.6,,36,36,42,,,,,,,,30,29,46,,,,,,,,,,3.205,12.6,38,35,4
784,4844,809,1,10/15/2021,Division 3,Role Player,3.31,3.36,13.64,,54,56,55,,,,,,,,61,55,56,33,45,50,54.3,7.9,45,1.64,0.18,17.3,3.335,13.64,55,57.33333333,4
785,4845,809,1,10/15/2021,Division 3,Impact Player,3.2,3.14,12.96,,50,53,53,,,,,,,,62,61,61,53,54,65,56.3,12.9,67,1.77,0.18,16.9,3.17,12.96,52,61.33333333,4
786,4846,809,1,10/15/2021,Division 3,Role Player,3.39,3.41,14.46,,50,47,49,,,,,,,,63,70,64,69,48,40,52.3,4.5,82,1.44,0.2,13.4,3.4,14.46,48.66666667,65.66666667,4
787,4847,809,1,10/15/2021,Division 3,Impact Player,3.27,3.23,13.89,,47,49,49,,,,,,,,64,60,64,61,48,42,60.3,5.1,74,1.98,0.19,18.7,3.25,13.89,48.33333333,62.66666667,4
789,4849,809,1,10/15/2021,Division 3,Starter,3.29,3.39,14.31,,51,52,53,,,,,,,,77,63,72,,,,,,,,,,3.34,14.31,52,70.66666667,4
790,4850,809,1,10/15/2021,Division 3,Role Player,3.7,3.63,15.56,,42,50,48,,,,,,,,59,57,,,,,,,,,,,3.665,15.56,46.66666667,58,4
792,1402,809,1,10/15/2021,Division 3,Starter,3.06,3.04,12.34,,60,59,64,,,,,,,,56,63,57,54,53,45,57.1,6.3,66,1.67,0.19,18.1,3.05,12.34,61,58.66666667,4
793,1402,809,1,10/15/2021,Division 3,Starter,3.06,3.04,12.34,,60,59,64,,,,,,,,56,63,57,61,51,51,57.4,8.4,74,1.78,0.18,18.8,3.05,12.34,61,58.66666667,4
794,4853,809,1,10/15/2021,Division 3,Role Player,3.36,3.42,14.91,,49,48,49,,,,,,,,49,55,65,53,60,44,49.8,7.1,68,1.29,0.19,13.8,3.39,14.91,48.66666667,56.33333333,4
796,4855,809,1,10/15/2021,Division 3,Role Player,3.63,3.61,14.77,,33,35,36,,,,,,,,42,43,45,45,49,31,34.5,1.7,57,0.42,0.27,11.7,3.62,14.77,34.66666667,43.33333333,4
797,4856,809,1,10/15/2021,Division 3,Role Player,3.29,3.3,13.64,,40,41,44,,,,,,,,62,58,57,53,63,61,57,11.7,65,1.88,0.17,16.4,3.295,13.64,41.66666667,59,4
798,4857,809,1,10/15/2021,Division 3,Starter,3.2,3.16,12.83,,48,51,48,,,,,,,,62,59,69,73,57,55,54.7,9.7,87,1.63,0.18,16.8,3.18,12.83,49,63.33333333,4
902,3638,815,1,9/15/2021,Power 5,Starter,3.05,,12.03,,63,61,,,,,,,,,71,69,,63,53,63,59.1,13.6,78,2.38,0.15,18.1,3.05,12.03,62,70,4
906,3642,815,1,9/15/2021,Power 5,Starter,3.06,,11.59,,48,44,,,,,,,,,75,75,,63,38,50,59,9.3,77,1.96,0.17,17.2,3.06,11.59,46,75,4
907,3643,815,1,9/15/2021,Power 5,Role Player,3.17,,12.8,,57,55,,,,,,,,,74,73,,42,56,60,60.5,12.6,57,2.63,0.15,16.6,3.17,12.8,56,73.5,4
908,3644,815,1,9/15/2021,Power 5,Role Player,3.2,,12.71,,59,51,,,,,,,,,71,69,,61,55,53,54.2,10.4,75,1.79,0.17,14.6,3.2,12.71,55,70,4
910,3646,815,1,9/15/2021,Power 5,Starter,3.04,,11.77,,65,67,,,,,,,,,78,73,,56,51,58,59.3,11.9,71,2.11,0.16,17.2,3.04,11.77,66,75.5,4
911,3647,815,1,9/15/2021,Power 5,Starter,3.06,,12.34,,49,62,,,,,1.87,1.76,,,77,77,,62,58,72,59.3,16.6,76,2.32,0.16,18.3,3.06,12.34,55.5,77,5
913,3649,815,1,9/15/2021,Power 5,Impact Player,3,,11.6,,66,70,,,,,,,,,73,64,,51,51,49,57.3,9,66,2.12,0.17,16.2,3,11.6,68,68.5,4
914,3650,815,1,9/15/2021,Power 5,Impact Player,2.86,,11.39,,58,44,58,60,,,,,,,71,71,,73,50,50,62.4,8.9,87,2.33,0.17,17.5,2.86,11.39,55,71,4
915,3651,815,1,9/15/2021,Power 5,Role Player,3.34,,12.36,,47,50,,,,,,,,,72,73,,47,47,49,60.1,8.8,63,2.27,0.17,16,3.34,12.36,48.5,72.5,4
916,3652,815,1,9/15/2021,Power 5,Role Player,3.08,,12.01,,52,55,,,,,,,,,70,67,,53,47,43,58,6.8,68,2.08,0.17,15.8,3.08,12.01,53.5,68.5,4
918,3654,815,1,9/15/2021,Power 5,Role Player,3.22,,12.13,,56,53,,,,,,,,,74,74,,71,52,80,61.7,21.2,85,2.67,0.15,21.2,3.22,12.13,54.5,74,4
919,3655,815,1,9/15/2021,Power 5,Role Player,3.24,,12.06,,64,62,,,,,,,,,80,81,,71,46,60,63.2,12.8,85,2.36,0.17,18.8,3.24,12.06,63,80.5,4
921,3657,815,1,9/15/2021,Power 5,Role Player,3.25,,12.8,,57,58,,,,,,,,,68,70,,66,50,43,56.1,6.9,80,1.94,0.18,18.2,3.25,12.8,57.5,69,4
922,3658,815,1,9/15/2021,Power 5,Starter,3.38,,12.86,,56,59,,,,,,,,,76,74,,57,59,62,56.5,13.5,71,2.18,0.15,17.1,3.38,12.86,57.5,75,4
923,3659,815,1,9/15/2021,Power 5,Impact Player,3.17,,12.08,,58,51,,,,,1.81,1.75,,,79,78,,59,66,79,62.9,22.7,73,3.04,0.14,18.8,3.17,12.08,54.5,78.5,5
924,3660,815,1,9/15/2021,Power 5,Role Player,2.96,,11.62,,55,55,,,,,,,,,78,76,,53,53,54,62.7,10.4,67,2.32,0.17,18.6,2.96,11.62,55,77,4
925,3661,815,1,9/15/2021,Power 5,Starter,3.24,,12.72,,55,55,,,,,,,,,74,,,55,45,40,55.8,5.9,70,1.69,0.17,14.8,3.24,12.72,55,74,4
927,3663,815,1,9/15/2021,Power 5,Role Player,3.66,,11.66,,44,53,,,,,,,,,74,74,,50,56,50,57,9.2,65,1.85,0.17,16.9,3.66,11.66,48.5,74,4
929,3665,815,1,9/15/2021,Power 5,Starter,2.87,,10.98,,67,62,,,,,,,,,69,67,,64,65,52,59.5,10,79,2.23,0.17,18.8,2.87,10.98,64.5,68,4
953,4190,817,1,9/28/2021,Power 5,Starter,3.14,,12.96,,62,62,,,,,,,,,79,79,,48,48,49,63.2,8.8,63,2.25,0.17,19.6,3.14,12.96,62,79,4
954,4191,817,1,9/28/2021,Power 5,Starter,2.91,,11.29,,58,59,,,,,,,,,68,72,,60,55,52,61.8,10,74,2.34,0.17,17.1,2.91,11.29,58.5,70,4
955,4192,817,1,9/28/2021,Power 5,Role Player,3.01,,11.96,,51,59,,,,,,,,,75,76,,30,53,48,66.3,8.5,45,2.52,0.16,18.3,3.01,11.96,55,75.5,4
956,4193,817,1,9/28/2021,Power 5,Starter,2.86,,11.95,,51,54,,,,,,,,,68,69,,62,56,48,57.9,7.3,75,2,0.18,18.9,2.86,11.95,52.5,68.5,4
957,4194,817,1,9/28/2021,Power 5,Role Player,3.01,,12.26,,61,64,,,,,,,,,71,71,,49,47,69,55.2,15.7,64,1.77,0.16,17.6,3.01,12.26,62.5,71,4
958,4195,817,1,9/28/2021,Power 5,Role Player,2.79,,10.97,,64,56,,,,,,,,,73,75,,42,49,62,66.3,13.2,57,2.79,0.17,20.7,2.79,10.97,60,74,4
959,4196,817,1,9/28/2021,Power 5,Starter,3.02,,12.09,,52,56,,,,,1.81,1.69,,,68,67,,38,51,58,62.3,10.5,51,2.3,0.18,17.3,3.02,12.09,54,67.5,5
960,4197,817,1,9/28/2021,Power 5,Starter,2.96,,11.34,,44,49,,,,,,,,,71,72,,26,31,56,61.7,11.2,42,2.47,0.16,19,2.96,11.34,46.5,71.5,4
962,4199,817,1,9/28/2021,Power 5,Role Player,3.49,,13.35,,58,60,,,,,1.66,1.63,,,64,65,,38,35,49,60.5,7.5,50,2.04,0.19,18.5,3.49,13.35,59,64.5,5
963,4200,817,1,9/28/2021,Power 5,Starter,3.08,,12.02,,64,64,,,,,,,,,77,73,,55,56,64,68.1,12.6,68,3.21,0.15,20.2,3.08,12.02,64,75,4
965,4202,817,1,9/28/2021,Power 5,Starter,2.89,,12.23,,54,57,,,,,,,,,76,72,,51,51,52,65.6,9.9,66,2.68,0.17,18.6,2.89,12.23,55.5,74,4
966,4203,817,1,9/28/2021,Power 5,Impact Player,3.09,,12.17,,48,47,,,,,,,,,76,71,,31,44,56,66.4,11.1,47,2.52,0.16,22.1,3.09,12.17,47.5,73.5,4
969,4206,817,1,9/28/2021,Power 5,Starter,3.07,,12.07,,59,61,,,,,,,,,66,67,,28,45,41,67.5,6.1,45,2.47,0.17,21.2,3.07,12.07,60,66.5,4
970,4207,817,1,9/28/2021,Power 5,Starter,3,,12.04,,69,69,,,,,,,,,75,73,,59,28,40,68.1,5.9,74,2.55,0.19,19.3,3,12.04,69,74,4
971,4208,817,1,9/28/2021,Power 5,Role Player,3.17,,12.65,,54,52,,,,,,,,,65,66,,29,57,47,56,8.2,45,1.76,0.19,18.1,3.17,12.65,53,65.5,4
972,4209,817,1,9/28/2021,Power 5,Starter,3.03,,12.12,,57,59,,,,,1.75,1.77,,,71,71,,35,53,52,63.3,9.8,51,2.49,0.17,17.8,3.03,12.12,58,71,5
973,4455,818,1,10/5/2021,DIvision 1 Mid-Major,Starter,2.85,,11.35,,67,60,,,,,,,,,71,72,,43,43,53,64.9,9,55,2.81,0.16,20,2.85,11.35,63.5,71.5,4
975,4457,818,1,10/5/2021,DIvision 1 Mid-Major,Role Player,2.91,,11.87,,55,57,,,,,,,,,65,66,,58,59,72,57.9,16.6,73,2.03,0.15,17.6,2.91,11.87,56,65.5,4
976,4458,818,1,10/5/2021,DIvision 1 Mid-Major,Role Player,2.86,,10.97,,58,56,,,,,,,,,71,80,,48,65,80,65,23.4,61,2.95,0.13,21.2,2.86,10.97,57,75.5,4
